,Nama,tempat lahir,tanggal lahir,Remove Gelar Depan,only_character
8907, eddi sullam siregar ,,, eddi sullam siregar ,eddisullamsiregar
8908, maisyaroh ,,, maisyaroh ,maisyaroh
8909, baginda pulungan ,,, baginda pulungan ,bagindapulungan
8910, ok hazmi usman siregar ,,, ok hazmi usman siregar ,okhazmiusmansiregar
8911, sylvan rachmad amin siregar ,,, sylvan rachmad amin siregar ,sylvanrachmadaminsiregar
8912, sawal pane ,,, sawal pane ,sawalpane
8913, buyung muhammad holil ,,, buyung muhammad holil ,buyungmuhammadholil
8914, h  borkat ,,,  borkat ,borkat
8915, h  mahmud lubis ,,,  mahmud lubis ,mahmudlubis
8916, muhammad faisal siregar ,,, muhammad faisal siregar ,muhammadfaisalsiregar
8917, bontor panjaitan ,,, bontor panjaitan ,bontorpanjaitan
8918, haris yani tambunan ,,, haris yani tambunan ,harisyanitambunan
8919, robinton simanjuntak ,,, robinton simanjuntak ,robintonsimanjuntak
8920, h  muhammad husin dalimunthe ,,,  muhammad husin dalimunthe ,muhammadhusindalimunthe
8921, saparuddin simatupang ,,, saparuddin simatupang ,saparuddinsimatupang
8922, madayansyah tambunan ,,, madayansyah tambunan ,madayansyahtambunan
8923, aswar efendy simanullang ,,, aswar efendy simanullang ,aswarefendysimanullang
8924, willy saputra silitonga ,,, willy saputra silitonga ,willysaputrasilitonga
8925, weski omega simanungkalit ,,, weski omega simanungkalit ,weskiomegasimanungkalit
8926, sihol marudut siregar ,,, sihol marudut siregar ,siholmarudutsiregar
8927, camelia neneng susanty ,,, camelia neneng susanty ,camelianenengsusanty
8928, agus fitriadi panggabean ,,, agus fitriadi panggabean ,agusfitriadipanggabean
8929, desmar elfa harefa ,,, desmar elfa harefa ,desmarelfaharefa
8930, nelli gustia matondang ,,, nelli gustia matondang ,nelligustiamatondang
8931, amran marbun ,,, amran marbun ,amranmarbun
8932, syahrun pasaribu ,,, syahrun pasaribu ,syahrunpasaribu
8933, emma erwani br  sinulingga ,,, emma erwani br  sinulingga ,emmaerwanibrsinulingga
8934, khairul kiyedi pasaribu ,,, khairul kiyedi pasaribu ,khairulkiyedipasaribu
8935, josmen sitohang ,,, josmen sitohang ,josmensitohang
8936, imam safi'i simatupang ,,, imam safi'i simatupang ,imamsafiisimatupang
8937, ahmad rivai sibarani ,,, ahmad rivai sibarani ,ahmadrivaisibarani
8938, roi paska sarumpaet ,,, roi paska sarumpaet ,roipaskasarumpaet
8939, darma anjar s  ,,, darma anjar s  ,darmaanjars
8940, adhitia melfan tanjung ,,, adhitia melfan tanjung ,adhitiamelfantanjung
8941, amian marpaung ,,, amian marpaung ,amianmarpaung
8942, josua maruduttua habeahan ,,, josua maruduttua habeahan ,josuamaruduttuahabeahan
8943, marasihot situmeang ,,, marasihot situmeang ,marasihotsitumeang
8944, elfride januarti simanungkalit ,,, elfride januarti simanungkalit ,elfridejanuartisimanungkalit
8945, khairansah hutauruk ,,, khairansah hutauruk ,khairansahhutauruk
8946, indra utama siagian ,,, indra utama siagian ,indrautamasiagian
8947, parohon tambunan ,,, parohon tambunan ,parohontambunan
8948, charles tinambunan ,,, charles tinambunan ,charlestinambunan
8949, rinaldi panggabean ,,, rinaldi panggabean ,rinaldipanggabean
8950, ikrar dinata sihombing ,,, ikrar dinata sihombing ,ikrardinatasihombing
8951, umbal pasaribu ,,, umbal pasaribu ,umbalpasaribu
8952, tunggul siregar ,,, tunggul siregar ,tunggulsiregar
8953, herbinsar sitanggang ,,, herbinsar sitanggang ,herbinsarsitanggang
8954, wansono hutagalung ,,, wansono hutagalung ,wansonohutagalung
8955, suhendra ,,, suhendra ,suhendra
8956, royal simanjuntak ,,, royal simanjuntak ,royalsimanjuntak
8957, herman manalu ,,, herman manalu ,hermanmanalu
8958, novada sitompul ,,, novada sitompul ,novadasitompul
8959, sahat sibarani ,,, sahat sibarani ,sahatsibarani
8960, andri hamonangan nababan ,,, andri hamonangan nababan ,andrihamonangannababan
8961, frido erwin sinaga ,,, frido erwin sinaga ,fridoerwinsinaga
8962, bomper sianturi ,,, bomper sianturi ,bompersianturi
8963, ombun simanjuntak ,,, ombun simanjuntak ,ombunsimanjuntak
8964, tono basuki oppusunggu ,,, tono basuki oppusunggu ,tonobasukioppusunggu
8965, sondang simaremare ,,, sondang simaremare ,sondangsimaremare
8966, poltak pakpahan ,,, poltak pakpahan ,poltakpakpahan
8967, arifin rudi nababan ,,, arifin rudi nababan ,arifinrudinababan
8968, serta jimmi tambunan ,,, serta jimmi tambunan ,sertajimmitambunan
8969, jono panjaitan ,,, jono panjaitan ,jonopanjaitan
8970, joni tombang marbun ,,, joni tombang marbun ,jonitombangmarbun
8971, lamhot sipahutar ,,, lamhot sipahutar ,lamhotsipahutar
8972, reguel simanjuntak ,,, reguel simanjuntak ,reguelsimanjuntak
8973, ronal simanjuntak ,,, ronal simanjuntak ,ronalsimanjuntak
8974, marudut gultom ,,, marudut gultom ,marudutgultom
8975, fatimah hutabarat ,,, fatimah hutabarat ,fatimahhutabarat
8976, jesayas manalu ,,, jesayas manalu ,jesayasmanalu
8977, kasnur silaban ,,, kasnur silaban ,kasnursilaban
8978, mangoloi pardede ,,, mangoloi pardede ,mangoloipardede
8979, maradona simanjuntak ,,, maradona simanjuntak ,maradonasimanjuntak
8980, mauliate sitompul ,,, mauliate sitompul ,mauliatesitompul
8981, tohonan lumban toruan ,,, tohonan lumban toruan ,tohonanlumbantoruan
8982, jason pasaribu ,,, jason pasaribu ,jasonpasaribu
8983, frengky p  simanjuntak ,,, frengky p  simanjuntak ,frengkypsimanjuntak
8984, topan situmeang ,,, topan situmeang ,topansitumeang
8985, parsaoran siahaan ,,, parsaoran siahaan ,parsaoransiahaan
8986, jonri tampubolon ,,, jonri tampubolon ,jonritampubolon
8987, dapot hutabarat ,,, dapot hutabarat ,dapothutabarat
8988, sahat hara monang simorangkir ,,, sahat hara monang simorangkir ,sahatharamonangsimorangkir
8989, timmas saut p  sitompul ,,, timmas saut p  sitompul ,timmassautpsitompul
8990, toman balige silitonga ,,, toman balige silitonga ,tomanbaligesilitonga
8991, muliadi ,,, muliadi ,muliadi
8992, husin ,,, husin ,husin
8993, imam anshori nasution ,,, imam anshori nasution ,imamanshorinasution
8994, muhammad hazly azhari ,,, muhammad hazly azhari ,muhammadhazlyazhari
8995, tamsil husni ,,, tamsil husni ,tamsilhusni
8996, iman irdian saragih ,,, iman irdian saragih ,imanirdiansaragih
8997, mangatur naibaho ,,, mangatur naibaho ,mangaturnaibaho
8998, waris ,,, waris ,waris
8999, martin machiavelli hutahean ,,, martin machiavelli hutahean ,martinmachiavellihutahean
9000, ibrahim nasution ,,, ibrahim nasution ,ibrahimnasution
9001, hendra gunawan ,,, hendra gunawan ,hendragunawan
9002, basyaruddin nasution ,,, basyaruddin nasution ,basyaruddinnasution
9003, h  muhammad azwar ,,,  muhammad azwar ,muhammadazwar
9004, muhammad doni damanik ,,, muhammad doni damanik ,muhammaddonidamanik
9005, jonner sitinjak ,,, jonner sitinjak ,jonnersitinjak
9006, abdul rahman ,,, abdul rahman ,abdulrahman
9007, anda yasser ,,, anda yasser ,andayasser
9008, erniwati ,,, erniwati ,erniwati
9009, muhammad erwin harahap ,,, muhammad erwin harahap ,muhammaderwinharahap
9010, syamsul bahri ,,, syamsul bahri ,syamsulbahri
9011, fahmi tanjung ,,, fahmi tanjung ,fahmitanjung
9012, kaharuddin nasution ,,, kaharuddin nasution ,kaharuddinnasution
9013, ogamota hulu ,,, ogamota hulu ,ogamotahulu
9014, h  chairil mukmin tambunan ,,,  chairil mukmin tambunan ,chairilmukmintambunan
9015, zainal arifin tambunan ,,, zainal arifin tambunan ,zainalarifintambunan
9016, st  sabaruddin tambunan ,,,  sabaruddin tambunan ,sabaruddintambunan
9017, mutiara natravilon octavia panjaitan ,,, mutiara natravilon octavia panjaitan ,mutiaranatravilonoctaviapanjaitan
9018, usden sianipar ,,, usden sianipar ,usdensianipar
9019, diama aruan ,,, diama aruan ,diamaaruan
9020, mangatas silaen ,,, mangatas silaen ,mangatassilaen
9021, frans hendrik tambunan ,,, frans hendrik tambunan ,franshendriktambunan
9022, fauzi suwira gunawan sirait ,,, fauzi suwira gunawan sirait ,fauzisuwiragunawansirait
9023, n  yunior frans hariadi hutapea ,,, n  yunior frans hariadi hutapea ,nyuniorfranshariadihutapea
9024, parasian tampubolon ,,, parasian tampubolon ,parasiantampubolon
9025, patuan baringin pardede ,,, patuan baringin pardede ,patuanbaringinpardede
9026, tomson manurung ,,, tomson manurung ,tomsonmanurung
9027, efendi s  panangian napitupulu ,,, efendi s  panangian napitupulu ,efendispanangiannapitupulu
9028, ritcard lubis ,,, ritcard lubis ,ritcardlubis
9029, santober hutapea ,,, santober hutapea ,santoberhutapea
9030, betman sitorus ,,, betman sitorus ,betmansitorus
9031, tonny m  simanjuntak ,,, tonny m  simanjuntak ,tonnymsimanjuntak
9032, candrow manurung ,,, candrow manurung ,candrowmanurung
9033, henry tambunan ,,, henry tambunan ,henrytambunan
9034, henri polamarisi simanjuntak ,,, henri polamarisi simanjuntak ,henripolamarisisimanjuntak
9035, robinson sibarani ,,, robinson sibarani ,robinsonsibarani
9036, torang hamonangan sitorus ,,, torang hamonangan sitorus ,toranghamonangansitorus
9037, gumontan pasaribu ,,, gumontan pasaribu ,gumontanpasaribu
9038, binsar gultom ,,, binsar gultom ,binsargultom
9039, syamsudin manurung ,,, syamsudin manurung ,syamsudinmanurung
9040, ramli famili butar-butar ,,, ramli famili butar-butar ,ramlifamilibutarbutar
9041, robinson tampubolon ,,, robinson tampubolon ,robinsontampubolon
9042, walmen butar-butar ,,, walmen butar-butar ,walmenbutarbutar
9043, hisar hutagaol ,,, hisar hutagaol ,hisarhutagaol
9044, tua parasian silaen ,,, tua parasian silaen ,tuaparasiansilaen
9045, hendra silaen ,,, hendra silaen ,hendrasilaen
9046,  hanung raharjo  st ,,,  hanung raharjo  ,hanungraharjo
9047,  nur subiyantoro  si kom ,,,  nur subiyantoro  ,nursubiyantoro
9048,  subhan nawwawi ,,,  subhan nawwawi ,subhannawwawi
9049,  damba aktifis ,,,  damba aktifis ,dambaaktifis
9050, komisi a ,,, komisi a ,komisia
9051, jumlah personalia 9 orang  dengan komposisi pimpinan ,,, jumlah personalia 9 orang  dengan komposisi pimpinan ,jumlahpersonaliaorangdengankomposisipimpinan
9052, muhammad agussalim ,,, muhammad agussalim ,muhammadagussalim
9053, anggota ,,, anggota ,anggota
9054, 	drs pambudi mulya m si  ,,, 	drs pambudi mulya  ,drspambudimulya
9055, 	anton wahono  s sos  ,,, 	anton wahono   ,antonwahono
9056, 	sukardiyono  sh  ,,, 	sukardiyono   ,sukardiyono
9057, bidang hukum  pemerintahan  pertanahan  ketertiban masyarakat  penerangan/pers  kepegawaian  sosial politik  umum  sekretariat dprd dan pemberdayaan masyarakat ,,, bidang hukum  pemerintahan  pertanahan  ketertiban masyarakat  penerangan/pers  kepegawaian  sosial politik  umum  sekretariat dprd dan pemberdayaan masyarakat ,bidanghukumpemerintahanpertanahanketertibanmasyarakatpeneranganperskepegawaiansosialpolitikumumsekretariatdprddanpemberdayaanmasyarakat
9058, komisi b ,,, komisi b ,komisib
9059,  aryunadi se  ,,,  aryunadi  ,aryunadi
9060, mahmudin s p  ,,, mahmudin  ,mahmudin
9061, anggota ,,, anggota ,anggota
9062, 	nur yuni astuti s sos sh ,,, 	nur yuni astuti sh ,nuryuniastutish
9063, 	jumirin  ,,, 	jumirin  ,jumirin
9064, bidang tugas komisi b: ,,, bidang tugas komisi b  ,bidangtugaskomisib
9065, pertanian  perikanan  peternakan  perkebunan  kehutanan  ketahanan pangan  keuangan & aset daerah  perpajakan  retribusi  perbankan  perusahaan daerah/patungan  penanaman modal  pariwisata  seni  kebudayaan  perindustrian  perdagangan  koperasi  & perekonomian ,,, pertanian  perikanan  peternakan  perkebunan  kehutanan  ketahanan pangan  keuangan & aset daerah  perpajakan  retribusi  perbankan  perusahaan daerah/patungan  penanaman modal  pariwisata  seni  kebudayaan  perindustrian  perdagangan  koperasi  & perekonomian ,pertanianperikananpeternakanperkebunankehutananketahananpangankeuanganasetdaerahperpajakanretribusiperbankanperusahaandaerahpatunganpenanamanmodalpariwisatasenikebudayaanperindustrianperdagangankoperasiperekonomian
9066, jumlah personalia 10 orang  dengan komposisi pimpinan ,,, jumlah personalia 10 orang  dengan komposisi pimpinan ,jumlahpersonaliaorangdengankomposisipimpinan
9067, dwi kristiantoro st  ,,, dwi kristiantoro  ,dwikristiantoro
9068,  datin wisnu pranyoto  ,,,  datin wisnu pranyoto  ,datinwisnupranyoto
9069,  sadji s pd i  ,,,  sadji  ,sadji
9070, anggota ,,, anggota ,anggota
9071, 	suratman st  ,,, 	suratman  ,suratman
9072, 	johan munandar  ,,, 	johan munandar  ,johanmunandar
9073, komisi d ,,, komisi d ,komisid
9074, jumlah personalia 11 orang  dengan komposisi pimpinan ,,, jumlah personalia 11 orang  dengan komposisi pimpinan ,jumlahpersonaliaorangdengankomposisipimpinan
9075, enggar suryo jatmiko se mm  ,,, enggar suryo jatmiko mm  ,enggarsuryojatmikomm
9076,  h yasmuri s pd m pd i  ,,,  yasmuri m pd i  ,yasmurimpdi
9077, pramu diananto indratriatmo  ,,, pramu diananto indratriatmo  ,pramudianantoindratriatmo
9078, anggota ,,, anggota ,anggota
9079, hanung raharjo  st ,,, hanung raharjo  ,hanungraharjo
9080, nur subiyantoro  s i kom ,,, nur subiyantoro  ,nursubiyantoro
9081, subhan nawawi ,,, subhan nawawi ,subhannawawi
9082, damba aktivis ,,, damba aktivis ,dambaaktivis
9083, anton wahono s sos ,,, anton wahono ,antonwahono
9084, sugeng sudaryanta ,,, sugeng sudaryanta ,sugengsudaryanta
9085, endro sulastomo sh ,,, endro sulastomo ,endrosulastomo
9086, jumirin ,,, jumirin ,jumirin
9087, novi sarhati ,,, novi sarhati ,novisarhati
9088, h yasmuri s pd  m pd i ,,, yasmuri  i ,yasmurii
9089, suratun sh ,,, suratun ,suratun
9090, h heru sudibyo s sos mm ,,, heru sudibyo mm ,herusudibyomm
9091, h  suryono sm ,,,  suryono sm ,suryonosm
9092, muhammad dhavid s pt ,,, muhammad dhavid s pt ,muhammaddhavidspt
9093, rony wijaya indra gunawan sh ,,, rony wijaya indra gunawan ,ronywijayaindragunawan
9094, drs  pambudi mulya m si ,,,  pambudi mulya ,pambudimulya
9095, nur yuni astuti s sos sh ,,, nur yuni astuti sh ,nuryuniastutish
9096, pramu diananto indratiatmo ,,, pramu diananto indratiatmo ,pramudianantoindratiatmo
9097, sukardiyono sh ,,, sukardiyono ,sukardiyono
9098, saryanto ,,, saryanto ,saryanto
9099, mahmudin s p  ,,, mahmudin  ,mahmudin
9100, h ichwan tamrin murdiyanta se ,,, ichwan tamrin murdiyanta ,ichwantamrinmurdiyanta
9101, teguh santosa se ,,, teguh santosa ,teguhsantosa
9102, h sigit nursyam priyanto s si ,,, sigit nursyam priyanto ,sigitnursyampriyanto
9103, eko sutrisno aji ,,, eko sutrisno aji ,ekosutrisnoaji
9104, h  bibit rustamta  sh ,,,  bibit rustamta  ,bibitrustamta
9105, akhid nuryati se ,,, akhid nuryati ,akhidnuryati
9106, istana  s h   m i p  ,,, istana     m i p  ,istanamip
9107, yuli yantoro  se ,,, yuli yantoro  ,yuliyantoro
9108, pancar topodriyo  s e  ,,, pancar topodriyo  s e  ,pancartopodriyose
9109, aris syarifudin ,,, aris syarifudin ,arissyarifudin
9110, edi priyono  s ip ,,, edi priyono  ,edipriyono
9111, ida ristanti ,,, ida ristanti ,idaristanti
9112, septi nur anggraeni  s pd ,,, septi nur anggraeni  ,septinuranggraeni
9113, dra  keksi wuryaningsih ,,,  keksi wuryaningsih ,keksiwuryaningsih
9114, b  dwi nugraha santosa ,,, b  dwi nugraha santosa ,bdwinugrahasantosa
9115, tukijan ,,, tukijan ,tukijan
9116, muji harsa  s h ,,, muji harsa   ,mujiharsa
9117, h  ponimin  s e  m m ,,,  ponimin  s e  ,poniminse
9118, h  priyo santoso  sh ,,,  priyo santoso  ,priyosantoso
9119, upiya al hasan ,,, upiya al hasan ,upiyaalhasan
9120, muhtarom asrori  sh ,,, muhtarom asrori  ,muhtaromasrori
9121, budi hutomo putro  ss ,,, budi hutomo putro  ,budihutomoputro
9122, sarkawi ,,, sarkawi ,sarkawi
9123, lajiyo yok mulyonoi ,,, lajiyo yok mulyonoi ,lajiyoyokmulyonoi
9124, sendy yulistya prihandiny  s e ,,, sendy yulistya prihandiny  s e ,sendyyulistyaprihandinyse
9125, suprapto r ,,, suprapto r ,supraptor
9126, sumardi  se ,,, sumardi  ,sumardi
9127, raden sunarwan  s e ,,, raden sunarwan  s e ,radensunarwanse
9128, tito kurniawan ,,, tito kurniawan ,titokurniawan
9129, widiyanto  s pd ,,, widiyanto  ,widiyanto
9130, drs  sasmita hadi ,,,  sasmita hadi ,sasmitahadi
9131, drs  suharto ,,,  suharto ,suharto
9132, wisnu prastya ,,, wisnu prastya ,wisnuprastya
9133, agus supriyanta ,,, agus supriyanta ,agussupriyanta
9134, nasib wardaya  s pd ,,, nasib wardaya  ,nasibwardaya
9135, suharto ,,, suharto ,suharto
9136, nur eni rahayu  se ,,, nur eni rahayu  ,nurenirahayu
9137, titik wijayanti  se ,,, titik wijayanti  ,titikwijayanti
9138, ratna purwaningsih  s pd ,,, ratna purwaningsih  ,ratnapurwaningsih
9139, qois reiza fahmi ,,, qois reiza fahmi ,qoisreizafahmi
9140, hamam cahyadi  st ,,, hamam cahyadi  ,hamamcahyadi
9141, agung raharjo  st ,,, agung raharjo  ,agungraharjo
9142, jeni widiyatmoko ,,, jeni widiyatmoko ,jeniwidiyatmoko
9143, drs  h m  maryono ,,,  m  maryono ,mmaryono
9144, suryanto ,,, suryanto ,suryanto
9145, imam priyono d putranto  se  m si ,,, imam priyono d putranto   ,imampriyonodputranto
9146, kuntarti puspandari  s pd ,,, kuntarti puspandari  ,kuntartipuspandari
9147, andriana wulandari  se ,,, andriana wulandari  ,andrianawulandari
9148, dr  hj  yuni satia rahayu  ss  m hum ,,,   yuni satia rahayu   ,yunisatiarahayu
9149, novida kartika hadhi  st ,,, novida kartika hadhi  ,novidakartikahadhi
9150, dra  rita nur mastuti  m pd ,,,  rita nur mastuti  ,ritanurmastuti
9151, tustiyani  sh ,,, tustiyani  ,tustiyani
9152, drs  sudarto ,,,  sudarto ,sudarto
9153, h  ispriyatun katir triatmojo ,,,  ispriyatun katir triatmojo ,ispriyatunkatirtriatmojo
9154, nuryadi  s pd ,,, nuryadi  ,nuryadi
9155, kph  purbodiningrat  se  mba ,,, kph  purbodiningrat   mba ,kphpurbodiningratmba
9156, sutemas waluyanto  s sos ,,, sutemas waluyanto  ,sutemaswaluyanto
9157, h  koeswanto  sip ,,,  koeswanto  sip ,koeswantosip
9158, gimmy rusdin s  s e ,,, gimmy rusdin s  s e ,gimmyrusdinsse
9159, rb  dwi wahyu b   s pd  m si ,,, rb  dwi wahyu b    ,rbdwiwahyub
9160, eko suwanto  st  m si ,,, eko suwanto   ,ekosuwanto
9161, bambang setyo martono  se  mba ,,, bambang setyo martono   mba ,bambangsetyomartonomba
9162, amir syarifudin ,,, amir syarifudin ,amirsyarifudin
9163, sofyan setyo darmawan  st   m eng  ,,, sofyan setyo darmawan    m eng  ,sofyansetyodarmawanmeng
9164, huda tri yudiana  st ,,, huda tri yudiana  ,hudatriyudiana
9165, lr  imam taufik ,,, lr  imam taufik ,lrimamtaufik
9166, muh ajrudin akbar  s sos  i ,,, muh ajrudin akbar   i ,muhajrudinakbari
9167, h  boedi dewantoro  s h   m si  ,,,  boedi dewantoro      ,boedidewantoro
9168, muhammad syafi’i  s  psi  ,,, muhammad syafi’i  s  psi  ,muhammadsyafiispsi
9169, anton prabu semendawai  s h  m  kn ,,, anton prabu semendawai    m  kn ,antonprabusemendawaimkn
9170, h  yoserizal  s h  ,,,  yoserizal    ,yoserizal
9171, purwanto  s t ,,, purwanto  s t ,purwantost
9172, dr  danang wahyu broto  se  m si ,,,  danang wahyu broto   ,danangwahyubroto
9173, ika damayanti fatma negara  s  ip  ,,, ika damayanti fatma negara  s  ip  ,ikadamayantifatmanegarasip
9174, rm  sinarbiyatnujanat  s e  ,,, rm  sinarbiyatnujanat  s e  ,rmsinarbiyatnujanatse
9175, retno sudiyanti  a  md ,,, retno sudiyanti  a  md ,retnosudiyantiamd
9176, drg  hj  hanum salsabiela  mba ,,, drg   hanum salsabiela  mba ,drghanumsalsabielamba
